OrderID,OrderDate,Region,State,City,Channel,Segment,Category,Product,Units,UnitPrice,Revenue,Cost,Profit
SO-2408-10210,2024-08-14,Midwest,MI,Detroit,Partner,Corporate,Office Supplies,Paper,3,7.49,22.47,13.33,9.14
SO-2408-10211,2024-08-14,Northeast,PA,Philadelphia,Online,Small Business,Technology,Monitor,1,186.08,186.08,122.05,64.03
SO-2410-10212,2024-10-03,West,CO,Denver,In-Store,Consumer,Office Supplies,Binders,5,8.98,44.9,31.11,13.79
SO-2506-10213,2025-06-13,Midwest,IL,Chicago,In-Store,Corporate,Office Supplies,Pens,4,4.56,18.24,11.69,6.55
SO-2511-10214,2025-11-15,Midwest,IL,Chicago,In-Store,Consumer,Furniture,Standing Desk,3,344.03,1032.09,671.73,360.36
SO-2510-10215,2025-10-07,Northeast,PA,Philadelphia,Partner,Small Business,Furniture,Desk Chair,1,139.3,139.3,92.05,47.25
SO-2508-10216,2025-08-08,Northeast,NJ,Newark,Online,Corporate,Office Supplies,Paper,1,6.8,6.8,4.3,2.5
SO-2506-10217,2025-06-22,Midwest,IL,Chicago,Partner,Small Business,Technology,Laptop Stand,4,31.72,126.88,84.18,42.7
SO-2503-10218,2025-03-22,West,AZ,Phoenix,Partner,Corporate,Office Supplies,Stapler,3,12.52,37.56,22.35,15.21
SO-2503-10219,2025-03-12,Northeast,NY,New York,Online,Consumer,Technology,Monitor,4,205.31,821.24,528.61,292.63
SO-2503-10220,2025-03-23,South,FL,Miami,Partner,Small Business,Furniture,Filing Cabinet,3,150.38,451.14,309.21,141.93
SO-2403-10221,2024-03-10,West,CO,Denver,Partner,Consumer,Technology,Monitor,2,155.19,310.38,211.54,98.84
SO-2503-10222,2025-03-07,South,TN,Nashville,In-Store,Corporate,Technology,Laptop Stand,3,31.33,93.99,59.0,34.99
SO-2506-10223,2025-06-08,West,AZ,Phoenix,Online,Consumer,Furniture,Desk Chair,5,117.15,585.75,421.99,163.76
SO-2407-10224,2024-07-11,Midwest,MI,Detroit,In-Store,Consumer,Furniture,Filing Cabinet,4,166.28,665.12,409.26,255.86
SO-2507-10225,2025-07-20,South,GA,Atlanta,Online,Corporate,Technology,Mouse,1,21.14,21.14,12.69,8.45
SO-2409-10226,2024-09-29,West,CA,Los Angeles,Partner,Small Business,Furniture,Desk Chair,2,136.55,273.1,184.08,89.02
SO-2403-10227,2024-03-18,Northeast,MA,Boston,Online,Small Business,Technology,Mouse,2,17.86,35.72,24.71,11.01
SO-2411-10228,2024-11-26,West,CO,Denver,Online,Small Business,Furniture,Filing Cabinet,4,174.71,698.84,496.87,201.97
SO-2403-10229,2024-03-05,Northeast,PA,Philadelphia,In-Store,Consumer,Technology,Keyboard,1,34.39,34.39,25.95,8.44
SO-2402-10230,2024-02-25,West,CO,Denver,Partner,Consumer,Office Supplies,Paper,6,6.4,38.4,23.4,15.0
SO-2504-10231,2025-04-11,Northeast,MA,Boston,In-Store,Corporate,Office Supplies,Pens,5,5.07,25.35,17.19,8.16
SO-2502-10232,2025-02-12,Midwest,MN,Minneapolis,Partner,Corporate,Office Supplies,Pens,3,4.73,14.19,9.24,4.95
SO-2502-10233,2025-02-09,South,AL,Birmingham,Partner,Corporate,Office Supplies,Pens,4,4.05,16.2,9.83,6.37
SO-2412-10234,2024-12-25,South,FL,Miami,Partner,Consumer,Furniture,Filing Cabinet,4,152.11,608.44,396.57,211.87
SO-2406-10235,2024-06-08,West,WA,Seattle,Online,Small Business,Technology,Monitor,3,171.59,514.77,334.73,180.04
SO-2409-10236,2024-09-02,Northeast,NY,New York,Online,Corporate,Office Supplies,Binders,2,10.12,20.24,13.52,6.72
SO-2505-10237,2025-05-31,Midwest,OH,Columbus,Online,Consumer,Furniture,Filing Cabinet,3,154.08,462.24,342.82,119.42
SO-2502-10238,2025-02-17,West,WA,Seattle,Partner,Small Business,Furniture,Bookshelf,4,92.58,370.32,248.44,121.88
SO-2511-10239,2025-11-04,Northeast,MA,Boston,Partner,Small Business,Office Supplies,Paper,4,7.08,28.32,16.72,11.6
SO-2407-10240,2024-07-11,Northeast,PA,Philadelphia,Partner,Consumer,Office Supplies,Stapler,4,13.81,55.24,36.14,19.1
SO-2502-10241,2025-02-12,South,FL,Miami,In-Store,Corporate,Furniture,Bookshelf,2,81.7,163.4,102.79,60.61
SO-2512-10242,2025-12-08,West,CO,Denver,In-Store,Corporate,Furniture,Standing Desk,5,339.3,1696.5,1214.52,481.98
SO-2509-10243,2025-09-15,South,TN,Nashville,Partner,Consumer,Office Supplies,Stapler,1,12.41,12.41,8.0,4.41
SO-2507-10244,2025-07-19,South,TN,Nashville,In-Store,Small Business,Office Supplies,Pens,4,4.4,17.6,11.68,5.92
SO-2412-10245,2024-12-23,Northeast,MA,Boston,Online,Consumer,Furniture,Filing Cabinet,3,170.39,511.17,355.95,155.22
SO-2412-10246,2024-12-19,Midwest,IL,Chicago,Partner,Consumer,Furniture,Desk Chair,1,148.48,148.48,94.16,54.32
SO-2412-10247,2024-12-14,West,CO,Denver,Partner,Small Business,Furniture,Standing Desk,4,280.3,1121.2,731.11,390.09
SO-2407-10248,2024-07-12,West,CA,Los Angeles,Online,Small Business,Furniture,Standing Desk,4,293.54,1174.16,706.49,467.67
SO-2403-10249,2024-03-01,Midwest,OH,Columbus,Online,Corporate,Furniture,Standing Desk,1,342.24,342.24,213.03,129.21
SO-2505-10250,2025-05-09,Midwest,MN,Minneapolis,Online,Small Business,Office Supplies,Pens,4,4.67,18.68,10.66,8.02
SO-2512-10251,2025-12-25,Northeast,NY,New York,Online,Small Business,Furniture,Filing Cabinet,1,142.38,142.38,85.81,56.57
SO-2509-10252,2025-09-05,Northeast,PA,Philadelphia,In-Store,Corporate,Furniture,Desk Chair,1,131.87,131.87,91.43,40.44
SO-2411-10253,2024-11-07,Northeast,NY,New York,Online,Consumer,Furniture,Bookshelf,3,76.83,230.49,168.79,61.7
SO-2403-10254,2024-03-14,Midwest,MN,Minneapolis,Online,Consumer,Office Supplies,Pens,1,4.25,4.25,2.64,1.61
SO-2503-10255,2025-03-20,West,CO,Denver,In-Store,Consumer,Office Supplies,Binders,3,11.43,34.29,21.76,12.53
SO-2409-10256,2024-09-14,Midwest,IL,Chicago,Partner,Consumer,Technology,Mouse,3,20.86,62.58,48.08,14.5
SO-2510-10257,2025-10-15,South,AL,Birmingham,Partner,Small Business,Furniture,Desk Chair,4,111.48,445.92,286.52,159.4
SO-2411-10258,2024-11-23,Northeast,NY,New York,Online,Corporate,Furniture,Bookshelf,3,96.53,289.59,208.59,81.0
SO-2512-10259,2025-12-23,Northeast,PA,Philadelphia,In-Store,Consumer,Technology,Keyboard,4,34.68,138.72,103.28,35.44
SO-2405-10260,2024-05-25,Northeast,NJ,Newark,Partner,Consumer,Technology,Laptop Stand,1,32.07,32.07,22.72,9.35
SO-2501-10261,2025-01-16,Northeast,MA,Boston,Online,Consumer,Technology,Laptop Stand,4,26.3,105.2,71.44,33.76
SO-2503-10262,2025-03-25,West,WA,Seattle,Online,Small Business,Technology,Mouse,1,20.96,20.96,14.17,6.79
SO-2504-10263,2025-04-25,Northeast,MA,Boston,Online,Small Business,Technology,Monitor,2,153.22,306.44,221.11,85.33
SO-2403-10264,2024-03-02,Midwest,MN,Minneapolis,Partner,Small Business,Technology,Keyboard,2,45.68,91.36,65.01,26.35
SO-2412-10265,2024-12-17,Midwest,MI,Detroit,Partner,Small Business,Furniture,Filing Cabinet,2,181.72,363.44,229.29,134.15
SO-2503-10266,2025-03-02,South,AL,Birmingham,In-Store,Small Business,Office Supplies,Stapler,3,13.74,41.22,23.58,17.64
SO-2404-10267,2024-04-24,Northeast,NJ,Newark,Online,Corporate,Technology,Monitor,3,159.16,477.48,362.98,114.5
SO-2512-10268,2025-12-14,South,AL,Birmingham,Online,Small Business,Furniture,Bookshelf,2,95.64,191.28,128.54,62.74
SO-2404-10269,2024-04-27,South,TN,Nashville,Partner,Small Business,Furniture,Desk Chair,4,141.7,566.8,377.62,189.18
SO-2404-10270,2024-04-05,South,TN,Nashville,Online,Corporate,Furniture,Filing Cabinet,1,162.12,162.12,107.12,55.0
SO-2411-10271,2024-11-03,South,TN,Nashville,Online,Small Business,Office Supplies,Paper,2,6.72,13.44,7.42,6.02
SO-2412-10272,2024-12-15,Northeast,NJ,Newark,Partner,Small Business,Office Supplies,Pens,4,4.57,18.28,12.57,5.71
SO-2402-10273,2024-02-14,South,FL,Miami,Partner,Corporate,Office Supplies,Pens,3,4.32,12.96,8.56,4.4
SO-2409-10274,2024-09-17,South,FL,Miami,In-Store,Consumer,Furniture,Bookshelf,6,98.17,589.02,409.24,179.78
SO-2407-10275,2024-07-08,West,CA,Los Angeles,Online,Small Business,Furniture,Filing Cabinet,2,141.44,282.88,202.58,80.3
SO-2401-10276,2024-01-15,Midwest,MN,Minneapolis,Online,Corporate,Office Supplies,Binders,5,10.11,50.55,33.03,17.52
SO-2510-10277,2025-10-22,Northeast,NJ,Newark,Partner,Small Business,Furniture,Filing Cabinet,4,177.9,711.6,434.78,276.82
SO-2412-10278,2024-12-03,West,CO,Denver,Partner,Consumer,Office Supplies,Stapler,6,12.57,75.42,51.36,24.06
SO-2504-10279,2025-04-24,Midwest,OH,Columbus,In-Store,Corporate,Furniture,Desk Chair,2,118.73,237.46,151.1,86.36
SO-2402-10280,2024-02-16,Midwest,IL,Chicago,Partner,Consumer,Technology,Laptop Stand,1,28.49,28.49,19.45,9.04
SO-2508-10281,2025-08-21,Northeast,PA,Philadelphia,Online,Small Business,Technology,Monitor,2,156.42,312.84,207.8,105.04
SO-2408-10282,2024-08-31,South,GA,Atlanta,Online,Small Business,Office Supplies,Stapler,1,13.51,13.51,8.72,4.79
SO-2502-10283,2025-02-19,South,FL,Miami,In-Store,Consumer,Technology,Monitor,1,180.47,180.47,119.67,60.8
SO-2407-10284,2024-07-29,Midwest,MI,Detroit,Online,Small Business,Technology,Monitor,1,201.28,201.28,156.88,44.4
SO-2411-10285,2024-11-04,West,CO,Denver,Partner,Corporate,Technology,Laptop Stand,1,30.61,30.61,19.3,11.31
SO-2504-10286,2025-04-24,Midwest,MI,Detroit,In-Store,Small Business,Office Supplies,Pens,2,4.6,9.2,5.17,4.03
SO-2406-10287,2024-06-17,West,CA,Los Angeles,Partner,Corporate,Technology,Monitor,3,201.54,604.62,390.8,213.82
SO-2510-10288,2025-10-25,Northeast,NY,New York,Online,Consumer,Office Supplies,Paper,6,6.78,40.68,23.6,17.08
SO-2405-10289,2024-05-19,Northeast,NY,New York,Online,Consumer,Office Supplies,Paper,2,6.11,12.22,8.2,4.02
SO-2510-10290,2025-10-26,Midwest,IL,Chicago,In-Store,Corporate,Furniture,Bookshelf,1,101.41,101.41,71.74,29.67
SO-2509-10291,2025-09-04,Midwest,OH,Columbus,In-Store,Corporate,Office Supplies,Stapler,2,14.14,28.28,15.92,12.36
SO-2412-10292,2024-12-03,West,CA,Los Angeles,Online,Consumer,Office Supplies,Binders,1,10.18,10.18,7.11,3.07
SO-2412-10293,2024-12-18,South,AL,Birmingham,Partner,Small Business,Office Supplies,Pens,6,4.53,27.18,18.38,8.8
SO-2510-10294,2025-10-29,Northeast,PA,Philadelphia,Partner,Small Business,Office Supplies,Binders,2,10.93,21.86,13.59,8.27
SO-2501-10295,2025-01-06,West,AZ,Phoenix,Online,Small Business,Technology,Monitor,5,160.11,800.55,548.89,251.66
SO-2407-10296,2024-07-05,Northeast,NJ,Newark,In-Store,Small Business,Office Supplies,Paper,6,7.25,43.5,24.72,18.78
SO-2505-10297,2025-05-25,Midwest,OH,Columbus,Online,Small Business,Office Supplies,Pens,1,4.53,4.53,2.73,1.8
SO-2403-10298,2024-03-08,Midwest,MN,Minneapolis,Partner,Corporate,Technology,Keyboard,2,37.88,75.76,46.93,28.83
SO-2408-10299,2024-08-17,Midwest,IL,Chicago,Online,Corporate,Office Supplies,Stapler,1,12.64,12.64,8.69,3.95
SO-2410-10300,2024-10-12,South,FL,Miami,In-Store,Corporate,Furniture,Filing Cabinet,2,147.6,295.2,192.57,102.63
SO-2401-10301,2024-01-05,Northeast,MA,Boston,In-Store,Consumer,Technology,Monitor,3,204.52,613.56,401.28,212.28
SO-2501-10302,2025-01-04,Northeast,PA,Philadelphia,Online,Corporate,Furniture,Filing Cabinet,2,146.17,292.34,211.87,80.47
SO-2405-10303,2024-05-16,Northeast,NJ,Newark,In-Store,Consumer,Office Supplies,Binders,3,10.54,31.62,21.21,10.41
SO-2502-10304,2025-02-10,Midwest,IL,Chicago,In-Store,Consumer,Office Supplies,Stapler,5,13.7,68.5,38.6,29.9
SO-2404-10305,2024-04-17,Northeast,MA,Boston,Partner,Consumer,Furniture,Desk Chair,1,111.97,111.97,73.14,38.83
SO-2407-10306,2024-07-02,South,FL,Miami,Online,Small Business,Office Supplies,Paper,3,6.19,18.57,11.57,7.0
SO-2408-10307,2024-08-17,Northeast,NY,New York,Partner,Consumer,Furniture,Bookshelf,2,99.16,198.32,147.75,50.57
SO-2507-10308,2025-07-23,Midwest,OH,Columbus,In-Store,Corporate,Office Supplies,Binders,6,9.3,55.8,38.78,17.02
SO-2410-10309,2024-10-02,South,FL,Miami,In-Store,Corporate,Furniture,Desk Chair,4,135.96,543.84,379.25,164.59
SO-2510-10310,2025-10-12,Midwest,MN,Minneapolis,Online,Consumer,Technology,Keyboard,4,38.64,154.56,104.14,50.42
SO-2402-10311,2024-02-20,Midwest,MN,Minneapolis,In-Store,Small Business,Office Supplies,Pens,5,4.71,23.55,13.26,10.29
SO-2504-10312,2025-04-26,Midwest,MN,Minneapolis,Partner,Corporate,Furniture,Bookshelf,5,88.79,443.95,306.35,137.6
SO-2511-10313,2025-11-06,West,WA,Seattle,Partner,Corporate,Furniture,Filing Cabinet,4,153.04,612.16,382.78,229.38
SO-2508-10314,2025-08-26,South,AL,Birmingham,In-Store,Small Business,Furniture,Bookshelf,4,83.57,334.28,213.65,120.63
SO-2406-10315,2024-06-25,Northeast,MA,Boston,Online,Small Business,Office Supplies,Binders,2,10.06,20.12,12.66,7.46
SO-2502-10316,2025-02-23,West,WA,Seattle,Online,Small Business,Furniture,Desk Chair,1,123.05,123.05,80.32,42.73
SO-2403-10317,2024-03-31,Midwest,MN,Minneapolis,In-Store,Corporate,Office Supplies,Binders,1,9.56,9.56,6.41,3.15
SO-2406-10318,2024-06-02,Midwest,MN,Minneapolis,Online,Small Business,Furniture,Desk Chair,4,128.01,512.04,363.03,149.01
SO-2507-10319,2025-07-23,Northeast,PA,Philadelphia,Online,Consumer,Technology,Keyboard,3,41.46,124.38,92.57,31.81
SO-2409-10320,2024-09-28,Midwest,IL,Chicago,In-Store,Consumer,Furniture,Standing Desk,5,282.58,1412.9,880.88,532.02
SO-2402-10321,2024-02-14,West,CA,Los Angeles,Partner,Corporate,Office Supplies,Pens,4,4.39,17.56,11.74,5.82
SO-2409-10322,2024-09-01,West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Binders,4,11.4,45.6,28.03,17.57
SO-2504-10323,2025-04-01,Northeast,MA,Boston,In-Store,Corporate,Furniture,Bookshelf,1,78.2,78.2,46.42,31.78
SO-2503-10324,2025-03-22,West,CO,Denver,In-Store,Corporate,Furniture,Desk Chair,2,114.7,229.4,160.39,69.01
SO-2407-10325,2024-07-24,Northeast,NY,New York,In-Store,Small Business,Technology,Laptop Stand,4,29.91,119.64,89.54,30.1
SO-2403-10326,2024-03-19,South,FL,Miami,Partner,Consumer,Furniture,Bookshelf,1,97.26,97.26,60.06,37.2
SO-2505-10327,2025-05-09,South,TN,Nashville,Online,Small Business,Office Supplies,Pens,2,4.58,9.16,5.11,4.05
SO-2401-10328,2024-01-07,West,WA,Seattle,Online,Small Business,Technology,Mouse,2,22.22,44.44,29.34,15.1
SO-2503-10329,2025-03-06,Midwest,MI,Detroit,Partner,Consumer,Office Supplies,Binders,1,9.64,9.64,6.26,3.38
SO-2402-10330,2024-02-23,Midwest,MI,Detroit,Online,Small Business,Office Supplies,Stapler,1,14.17,14.17,9.61,4.56
SO-2504-10331,2025-04-12,Midwest,MN,Minneapolis,Partner,Small Business,Furniture,Filing Cabinet,2,170.06,340.12,217.03,123.09
SO-2503-10332,2025-03-25,South,FL,Miami,In-Store,Consumer,Office Supplies,Paper,2,6.8,13.6,8.63,4.97
SO-2405-10333,2024-05-07,Northeast,NJ,Newark,Online,Consumer,Technology,Laptop Stand,3,27.33,81.99,51.85,30.14
SO-2511-10334,2025-11-21,South,TN,Nashville,Partner,Small Business,Office Supplies,Paper,4,7.88,31.52,19.99,11.53
SO-2404-10335,2024-04-07,Midwest,OH,Columbus,Online,Consumer,Furniture,Standing Desk,5,268.11,1340.55,800.5,540.05
SO-2512-10336,2025-12-13,South,TN,Nashville,Online,Consumer,Office Supplies,Binders,4,10.61,42.44,26.16,16.28
SO-2411-10337,2024-11-12,Northeast,NJ,Newark,In-Store,Corporate,Technology,Keyboard,4,44.49,177.96,129.42,48.54
SO-2408-10338,2024-08-16,Northeast,MA,Boston,Partner,Small Business,Furniture,Standing Desk,3,290.23,870.69,599.85,270.84
SO-2412-10339,2024-12-26,South,AL,Birmingham,Online,Small Business,Technology,Keyboard,3,42.73,128.19,92.58,35.61
SO-2404-10340,2024-04-05,Northeast,NY,New York,Online,Corporate,Technology,Laptop Stand,1,28.62,28.62,19.73,8.89
SO-2408-10341,2024-08-20,Midwest,MI,Detroit,Partner,Corporate,Furniture,Desk Chair,2,118.34,236.68,168.06,68.62
SO-2412-10342,2024-12-24,South,GA,Atlanta,In-Store,Corporate,Office Supplies,Binders,1,9.07,9.07,5.2,3.87
SO-2507-10343,2025-07-26,Northeast,PA,Philadelphia,In-Store,Consumer,Furniture,Bookshelf,2,81.32,162.64,96.25,66.39
SO-2510-10344,2025-10-24,South,AL,Birmingham,Partner,Consumer,Furniture,Filing Cabinet,2,158.14,316.28,188.67,127.61
SO-2404-10345,2024-04-02,West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Binders,3,10.67,32.01,21.13,10.88
SO-2507-10346,2025-07-02,West,AZ,Phoenix,Partner,Consumer,Office Supplies,Binders,3,8.77,26.31,17.94,8.37
SO-2410-10347,2024-10-17,Midwest,MN,Minneapolis,In-Store,Small Business,Office Supplies,Pens,1,4.58,4.58,2.55,2.03
SO-2512-10348,2025-12-19,Northeast,MA,Boston,Partner,Consumer,Office Supplies,Pens,2,5.02,10.04,5.54,4.5
SO-2404-10349,2024-04-22,Northeast,NY,New York,In-Store,Small Business,Office Supplies,Pens,2,4.95,9.9,6.93,2.97
SO-2403-10350,2024-03-04,South,GA,Atlanta,Online,Consumer,Furniture,Standing Desk,2,276.04,552.08,386.92,165.16
SO-2504-10351,2025-04-17,Midwest,IL,Chicago,Partner,Consumer,Office Supplies,Pens,5,4.65,23.25,15.2,8.05
SO-2406-10352,2024-06-20,South,FL,Miami,Online,Corporate,Technology,Laptop Stand,3,25.78,77.34,48.47,28.87
SO-2505-10353,2025-05-06,Northeast,MA,Boston,Online,Corporate,Office Supplies,Pens,5,4.74,23.7,15.55,8.15
SO-2404-10354,2024-04-04,Midwest,IL,Chicago,Partner,Small Business,Furniture,Desk Chair,4,118.25,473.0,337.59,135.41
SO-2504-10355,2025-04-22,Midwest,OH,Columbus,Partner,Small Business,Technology,Laptop Stand,3,26.71,80.13,61.59,18.54
SO-2403-10356,2024-03-10,Northeast,NJ,Newark,In-Store,Consumer,Technology,Monitor,2,193.38,386.76,277.67,109.09
SO-2512-10357,2025-12-28,Northeast,MA,Boston,Online,Corporate,Furniture,Filing Cabinet,1,162.95,162.95,120.36,42.59
SO-2511-10358,2025-11-10,West,AZ,Phoenix,Partner,Corporate,Technology,Laptop Stand,3,34.02,102.06,73.58,28.48
SO-2502-10359,2025-02-24,Midwest,IL,Chicago,Partner,Corporate,Technology,Laptop Stand,6,30.92,185.52,140.64,44.88
SO-2412-10360,2024-12-09,West,WA,Seattle,Online,Corporate,Technology,Keyboard,1,34.99,34.99,23.93,11.06
SO-2407-10361,2024-07-07,Northeast,NJ,Newark,In-Store,Corporate,Technology,Keyboard,2,35.44,70.88,43.06,27.82
SO-2502-10362,2025-02-07,Midwest,OH,Columbus,In-Store,Corporate,Technology,Keyboard,1,36.68,36.68,26.04,10.64
SO-2504-10363,2025-04-10,Midwest,OH,Columbus,Partner,Small Business,Office Supplies,Stapler,3,13.1,39.3,21.62,17.68
SO-2405-10364,2024-05-18,Midwest,MI,Detroit,In-Store,Small Business,Furniture,Desk Chair,2,148.88,297.76,206.42,91.34
SO-2510-10365,2025-10-09,West,CA,Los Angeles,Partner,Corporate,Furniture,Bookshelf,4,88.48,353.92,245.05,108.87
SO-2405-10366,2024-05-01,South,TN,Nashville,Partner,Corporate,Technology,Monitor,7,190.33,1332.31,1009.28,323.03
SO-2405-10367,2024-05-20,West,AZ,Phoenix,Online,Corporate,Furniture,Standing Desk,5,320.59,1602.95,1018.33,584.62
SO-2510-10368,2025-10-04,Northeast,MA,Boston,Online,Corporate,Furniture,Desk Chair,3,149.4,448.2,334.79,113.41
SO-2512-10369,2025-12-27,South,TN,Nashville,In-Store,Small Business,Furniture,Filing Cabinet,2,167.13,334.26,215.49,118.77
SO-2506-10370,2025-06-12,Midwest,MI,Detroit,Online,Consumer,Office Supplies,Stapler,1,14.26,14.26,9.54,4.72
SO-2501-10371,2025-01-03,Midwest,OH,Columbus,Partner,Consumer,Furniture,Bookshelf,6,100.99,605.94,431.49,174.45
SO-2501-10372,2025-01-05,Midwest,MI,Detroit,In-Store,Corporate,Technology,Keyboard,2,41.44,82.88,55.74,27.14
SO-2510-10373,2025-10-14,West,CO,Denver,Online,Corporate,Technology,Mouse,1,18.21,18.21,12.4,5.81
SO-2502-10374,2025-02-05,South,AL,Birmingham,In-Store,Small Business,Technology,Laptop Stand,7,31.44,220.08,148.36,71.72
SO-2508-10375,2025-08-03,West,AZ,Phoenix,In-Store,Corporate,Furniture,Desk Chair,2,120.62,241.24,173.82,67.42
SO-2512-10376,2025-12-29,Midwest,MI,Detroit,Online,Corporate,Office Supplies,Paper,2,7.78,15.56,8.78,6.78
SO-2412-10377,2024-12-15,Northeast,MA,Boston,In-Store,Corporate,Furniture,Desk Chair,5,140.7,703.5,496.82,206.68
SO-2410-10378,2024-10-22,West,AZ,Phoenix,Online,Consumer,Technology,Keyboard,5,42.54,212.7,155.79,56.91
SO-2502-10379,2025-02-17,Midwest,IL,Chicago,Online,Small Business,Technology,Mouse,6,20.0,120.0,86.42,33.58
SO-2402-10380,2024-02-04,Midwest,OH,Columbus,Partner,Small Business,Office Supplies,Pens,3,4.72,14.16,9.39,4.77
SO-2506-10381,2025-06-05,West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Stapler,1,13.43,13.43,7.94,5.49
SO-2401-10382,2024-01-24,Northeast,MA,Boston,Partner,Small Business,Technology,Mouse,4,19.15,76.6,58.21,18.39
SO-2403-10383,2024-03-01,South,GA,Atlanta,In-Store,Small Business,Technology,Keyboard,3,34.03,102.09,63.8,38.29
SO-2412-10384,2024-12-04,South,GA,Atlanta,Partner,Small Business,Furniture,Filing Cabinet,3,141.3,423.9,270.37,153.53
SO-2408-10385,2024-08-16,Northeast,MA,Boston,Online,Consumer,Furniture,Standing Desk,3,280.34,841.02,589.75,251.27
SO-2502-10386,2025-02-03,Midwest,MN,Minneapolis,Partner,Small Business,Technology,Mouse,3,22.72,68.16,41.99,26.17
SO-2403-10387,2024-03-14,West,WA,Seattle,Partner,Corporate,Furniture,Desk Chair,6,141.85,851.1,636.34,214.76
SO-2407-10388,2024-07-17,Northeast,NJ,Newark,Online,Small Business,Technology,Laptop Stand,3,27.21,81.63,50.62,31.01
SO-2410-10389,2024-10-30,South,TN,Nashville,Partner,Consumer,Office Supplies,Pens,5,4.86,24.3,14.1,10.2
SO-2507-10390,2025-07-04,South,GA,Atlanta,In-Store,Small Business,Technology,Keyboard,1,39.01,39.01,27.91,11.1
SO-2412-10391,2024-12-29,Midwest,OH,Columbus,In-Store,Consumer,Furniture,Bookshelf,2,103.26,206.52,125.93,80.59
SO-2403-10392,2024-03-25,West,CA,Los Angeles,In-Store,Corporate,Technology,Mouse,2,22.14,44.28,33.62,10.66
SO-2407-10393,2024-07-16,West,WA,Seattle,Partner,Corporate,Office Supplies,Binders,1,10.01,10.01,5.82,4.19
SO-2501-10394,2025-01-23,West,CO,Denver,Online,Consumer,Office Supplies,Stapler,2,11.56,23.12,12.76,10.36
SO-2510-10395,2025-10-01,South,TN,Nashville,Partner,Corporate,Office Supplies,Pens,1,5.01,5.01,3.16,1.85
SO-2405-10396,2024-05-09,West,WA,Seattle,Online,Corporate,Office Supplies,Pens,2,4.09,8.18,4.93,3.25
SO-2409-10397,2024-09-02,West,CO,Denver,Partner,Small Business,Office Supplies,Paper,3,7.75,23.25,13.38,9.87
SO-2408-10398,2024-08-22,West,CO,Denver,Online,Corporate,Furniture,Standing Desk,1,265.65,265.65,185.68,79.97
SO-2502-10399,2025-02-15,Northeast,NY,New York,Online,Consumer,Office Supplies,Paper,1,7.85,7.85,4.55,3.3
SO-2512-10400,2025-12-28,South,TN,Nashville,Online,Consumer,Technology,Mouse,4,17.91,71.64,52.75,18.89
SO-2401-10401,2024-01-03,Northeast,MA,Boston,Online,Consumer,Furniture,Bookshelf,2,79.35,158.7,116.77,41.93
SO-2507-10402,2025-07-27,South,GA,Atlanta,Partner,Consumer,Furniture,Desk Chair,3,136.29,408.87,283.76,125.11
SO-2404-10403,2024-04-23,South,AL,Birmingham,Partner,Consumer,Furniture,Filing Cabinet,6,146.01,876.06,608.16,267.9
SO-2411-10404,2024-11-05,Midwest,IL,Chicago,In-Store,Corporate,Office Supplies,Pens,5,4.96,24.8,16.8,8.0
SO-2512-10405,2025-12-10,Northeast,NJ,Newark,Partner,Consumer,Furniture,Bookshelf,3,97.25,291.75,174.85,116.9
SO-2403-10406,2024-03-01,West,CO,Denver,Partner,Small Business,Technology,Keyboard,3,44.99,134.97,100.33,34.64
SO-2409-10407,2024-09-15,South,AL,Birmingham,In-Store,Corporate,Technology,Mouse,4,18.07,72.28,49.12,23.16
SO-2504-10408,2025-04-29,South,FL,Miami,Partner,Corporate,Technology,Mouse,1,17.96,17.96,13.84,4.12
SO-2412-10409,2024-12-02,Midwest,OH,Columbus,Online,Consumer,Office Supplies,Stapler,1,13.14,13.14,7.9,5.24
SO-2501-10410,2025-01-10,Midwest,IL,Chicago,Online,Small Business,Furniture,Standing Desk,5,264.43,1322.15,907.77,414.38
SO-2502-10411,2025-02-21,South,TN,Nashville,Partner,Small Business,Office Supplies,Pens,4,4.53,18.12,11.73,6.39
SO-2405-10412,2024-05-01,South,AL,Birmingham,Online,Small Business,Office Supplies,Binders,1,10.75,10.75,7.34,3.41
SO-2512-10413,2025-12-08,West,WA,Seattle,Online,Small Business,Furniture,Bookshelf,1,96.82,96.82,56.61,40.21
SO-2403-10414,2024-03-09,Midwest,OH,Columbus,Partner,Consumer,Furniture,Desk Chair,6,133.81,802.86,474.39,328.47
SO-2410-10415,2024-10-07,South,FL,Miami,In-Store,Consumer,Office Supplies,Pens,3,4.57,13.71,9.03,4.68
SO-2404-10416,2024-04-07,South,FL,Miami,In-Store,Corporate,Technology,Laptop Stand,2,29.17,58.34,39.68,18.66
SO-2511-10417,2025-11-17,Midwest,OH,Columbus,In-Store,Corporate,Office Supplies,Stapler,4,14.27,57.08,33.33,23.75
SO-2407-10418,2024-07-03,South,AL,Birmingham,Online,Consumer,Office Supplies,Paper,3,6.27,18.81,12.21,6.6
SO-2410-10419,2024-10-29,West,CA,Los Angeles,Online,Corporate,Office Supplies,Stapler,4,12.03,48.12,27.11,21.01
