Order ID,Order Date,Region,State,City,Channel,Segment,Category,Product,Units,Unit Price,Revenue,Cost,Profit
SO-2508-10193,08/08/2025,Northeast,NJ,Newark,Online,Consumer,Office Supplies,BINDERS,1,$9.05,$9.05,$5.57,$3.48
SO-2505-10194,"May 22, 2025",Northeast,MA,Boston, In-Store , Consumer , Furniture ,STANDING DESK,3,$272.69,$818.07,$559.11,$258.96
SO-2502-10195,"Feb 21, 2025",Northeast,MA,Boston,PARTNER,Consumer,Furniture,STANDING DESK,1,$307.45,$307.45,$216.62,$90.83
SO-2511-10196,11/12/2025,Midwest,MI,Detroit,In-Store, Consumer ,Technology,Laptop Stand,6,$26.30,$157.80,$116.35,$41.45
SO-2504-10197,04/01/2025,Northeast,PA,Philadelphia,Partner,Consumer,Office Supplies,Pens,3,$4.76,$14.28,$9.09,$5.19
SO-2501-10198,"Jan 25, 2025",South,FL,Miami, Partner ,Consumer,Furniture,Standing Desk,5,$328.48,"$1,642.40","$1,151.16",$491.24
SO-2409-10199,"Sep 06, 2024",MIDWEST,IL,Chicago, Online ,Consumer,Furniture,Filing Cabinet,3,$157.42,$472.26,$284.70,$187.56
SO-2512-10200,12/16/2025,Northeast,MA,Boston,Partner,Consumer,Office Supplies,Binders,6,$9.24,$55.44,$37.29,$18.15
SO-2407-10201,"Jul 02, 2024",MIDWEST,IL,Chicago,Online,Corporate,Furniture,Filing Cabinet,4,$161.09,$644.36,$468.98,$175.38
SO-2408-10202,2024-08-20,South,TN,Nashville, Online ,Consumer,Technology,Monitor,2,$158.93,$317.86,$241.32,$76.54
SO-2506-10203,2025-06-22,West,CO,,Online,Corporate,Office Supplies,Paper,6,$7.91,$47.46,$28.87,$18.59
SO-2411-10204,"Nov 24, 2024",SOUTH,FL,Miami,In-Store,Small Business,Technology,Laptop Stand,1,$27.65,$27.65,$18.76,$8.89
SO-2510-10205,10/09/2025,South,FL,Miami,Online,Corporate, Furniture ,Standing Desk,2,$341.20,$682.40,$444.76,$237.64
SO-2502-10206,"Feb 10, 2025",South,AL,Birmingham,In-Store,SMALL BUSINESS,Office Supplies,Binders,4,$9.79,$39.16,$24.50,$14.66
SO-2402-10207,02/06/2024,South,GA,Atlanta,Partner,Consumer,Office Supplies,BINDERS,4,$11.24,$44.96,$28.93,$16.03
SO-2510-10208,10/25/2025, Midwest ,IL,Chicago,Online,Consumer,Furniture,Desk Chair,7,$127.40,$891.80,$563.55,$328.25
SO-2410-10209,10/27/2024, South ,FL,Miami,In-Store,Small Business,Office Supplies,Stapler,3,$13.34,$40.02,$27.61,$12.41
SO-2408-10210,"Aug 14, 2024",MIDWEST,MI,Detroit,PARTNER,Corporate,Office Supplies,PAPER,3,$7.49,$22.47,$13.33,$9.14
SO-2408-10211,2024-08-14,Northeast,PA,Philadelphia,Online,Small Business,Technology,Monitor,1,$186.08,$186.08,$122.05,$64.03
SO-2410-10212,"Oct 03, 2024",West,CO,,In-Store,Consumer,Office Supplies,Binders,5,$8.98,$44.90,$31.11,$13.79
SO-2506-10213,"Jun 13, 2025",Midwest,IL,Chicago, In-Store ,Corporate,Office Supplies,Pens,4,$4.56,$18.24,$11.69,$6.55
SO-2511-10214,11/15/2025,MIDWEST,IL,Chicago,In-Store,Consumer,Furniture,Standing Desk,3,$344.03,"$1,032.09",$671.73,$360.36
SO-2510-10215,2025-10-07,Northeast,PA,Philadelphia, Partner , Small Business ,Furniture,Desk Chair,1,,$139.30,$92.05,$47.25
SO-2508-10216,"Aug 08, 2025",Northeast,NJ,Newark,Online,Corporate,Office Supplies,Paper,1,$6.80,$6.80,$4.30,$2.50
SO-2506-10217,"Jun 22, 2025",Midwest,IL,Chicago,Partner,Small Business,Technology,Laptop Stand,4,$31.72,$126.88,$84.18,$42.70
SO-2503-10218,03/22/2025,West,AZ,Phoenix,Partner,Corporate,Office Supplies,Stapler,3,$12.52,$37.56,$22.35,$15.21
SO-2503-10219,"Mar 12, 2025",Northeast,NY,New York,Online,Consumer,Technology,Monitor,4,$205.31,$821.24,$528.61,$292.63
SO-2503-10220,03/23/2025,South,FL,Miami,Partner,Small Business,Furniture,Filing Cabinet,3,$150.38,$451.14,$309.21,$141.93
SO-2403-10221,"Mar 10, 2024",WEST,CO,Denver,Partner,CONSUMER,Technology, Monitor ,2,$155.19,$310.38,$211.54,$98.84
SO-2503-10222,"Mar 07, 2025",South,TN,Nashville,In-Store,Corporate,Technology,Laptop Stand,3,$31.33,$93.99,$59.00,$34.99
SO-2506-10223,2025-06-08,West,AZ,Phoenix,ONLINE,Consumer,Furniture,Desk Chair,5,$117.15,$585.75,$421.99,$163.76
SO-2407-10224,"Jul 11, 2024",Midwest,MI,Detroit,In-Store,Consumer,Furniture,Filing Cabinet,4,$166.28,$665.12,$409.26,$255.86
SO-2507-10225,"Jul 20, 2025",South,GA,Atlanta,Online,, Technology ,Mouse,1,$21.14,$21.14,$12.69,$8.45
SO-2409-10226,"Sep 29, 2024",West,CA,Los Angeles,Partner,Small Business,Furniture,Desk Chair,2,$136.55,$273.10,$184.08,$89.02
SO-2403-10227,03/18/2024,Northeast,MA,Boston,Online,Small Business,Technology,Mouse,2,$17.86,$35.72,$24.71,$11.01
SO-2411-10228,2024-11-26,West,CO,Denver, Online ,Small Business, Furniture ,Filing Cabinet,4,$174.71,$698.84,$496.87,$201.97
SO-2403-10229,"Mar 05, 2024",Northeast,PA,Philadelphia,IN-STORE,Consumer,Technology,Keyboard,1,$34.39,$34.39,$25.95,$8.44
SO-2402-10230,02/25/2024,West,CO,Denver,Partner,Consumer,OFFICE SUPPLIES,Paper,6,$6.40,$38.40,$23.40,$15.00
SO-2504-10231,04/11/2025,Northeast,MA,Boston,In-Store,Corporate,Office Supplies,Pens,5,$5.07,$25.35,$17.19,$8.16
SO-2502-10232,2025-02-12,Midwest,MN,Minneapolis,Partner, Corporate ,Office Supplies,Pens,3,$4.73,$14.19,$9.24,$4.95
SO-2502-10233,2025-02-09,South,AL,Birmingham,Partner,Corporate,Office Supplies,Pens,4,$4.05,$16.20,$9.83,$6.37
SO-2412-10234,2024-12-25,South,FL,Miami,Partner,Consumer,Furniture,Filing Cabinet,4,$152.11,$608.44,$396.57,$211.87
SO-2406-10235,06/08/2024,West,WA,Seattle,Online,SMALL BUSINESS,Technology,Monitor,3,,$514.77,$334.73,$180.04
SO-2409-10236,2024-09-02,Northeast,NY,New York,Online,Corporate,Office Supplies, Binders ,2,$10.12,$20.24,$13.52,$6.72
SO-2505-10237,2025-05-31,Midwest,OH,Columbus,Online,Consumer,Furniture,Filing Cabinet,3,$154.08,$462.24,$342.82,$119.42
SO-2502-10238,"Feb 17, 2025",West,WA,Seattle,PARTNER,Small Business,Furniture,Bookshelf,4,$92.58,$370.32,$248.44,$121.88
SO-2511-10239,"Nov 04, 2025", Northeast ,MA,Boston,Partner, Small Business ,Office Supplies,Paper,4,$7.08,$28.32,$16.72,$11.60
SO-2407-10240,07/11/2024,Northeast,PA,Philadelphia,Partner,Consumer,Office Supplies,Stapler,4,$13.81,$55.24,$36.14,$19.10
SO-2502-10241,2025-02-12,South,FL,Miami,In-Store,Corporate,Furniture,Bookshelf,2,$81.70,$163.40,$102.79,$60.61
SO-2512-10242,2025-12-08,West,CO,Denver,In-Store,Corporate,Furniture,Standing Desk,5,$339.30,"$1,696.50","$1,214.52",$481.98
SO-2509-10243,"Sep 15, 2025",South,TN,,Partner,Consumer,Office Supplies,Stapler,1,$12.41,$12.41,$8.00,$4.41
SO-2507-10244,2025-07-19, South ,TN,Nashville,In-Store,Small Business,Office Supplies,Pens,4,$4.40,$17.60,$11.68,$5.92
SO-2412-10245,12/23/2024,Northeast,MA,Boston,Online,Consumer,Furniture, Filing Cabinet ,3,$170.39,$511.17,$355.95,$155.22
SO-2412-10246,2024-12-19,Midwest,IL,,Partner,Consumer, Furniture ,Desk Chair,1,$148.48,$148.48,$94.16,$54.32
SO-2412-10247,2024-12-14,West,CO,Denver,Partner,Small Business,Furniture,Standing Desk,4,$280.30,"$1,121.20",$731.11,$390.09
SO-2407-10248,"Jul 12, 2024",West,CA,Los Angeles, Online ,Small Business, Furniture ,Standing Desk,4,$293.54,"$1,174.16",$706.49,$467.67
SO-2403-10249,03/01/2024,Midwest,OH,Columbus,Online,Corporate,Furniture,Standing Desk,1,$342.24,$342.24,$213.03,$129.21
SO-2505-10250,2025-05-09,Midwest,MN,Minneapolis,Online, Small Business ,Office Supplies,Pens,4,$4.67,$18.68,$10.66,$8.02
SO-2512-10251,"Dec 25, 2025",Northeast,NY,New York,Online,,FURNITURE,Filing Cabinet,1,$142.38,$142.38,$85.81,$56.57
SO-2509-10252,2025-09-05, Northeast ,PA,Philadelphia,In-Store,Corporate,Furniture,Desk Chair,1,$131.87,$131.87,$91.43,$40.44
SO-2411-10253,11/07/2024,Northeast,NY,New York,Online,Consumer,Furniture,Bookshelf,3,$76.83,$230.49,$168.79,$61.70
SO-2403-10254,03/14/2024,Midwest,MN,Minneapolis,Online,Consumer, Office Supplies ,Pens,1,$4.25,$4.25,$2.64,$1.61
SO-2503-10255,03/20/2025,West,CO,Denver,In-Store,Consumer,Office Supplies,Binders,3,$11.43,$34.29,$21.76,$12.53
SO-2409-10256,"Sep 14, 2024",Midwest,IL,Chicago,Partner,Consumer,Technology,Mouse,3,$20.86,$62.58,$48.08,$14.50
SO-2510-10257,10/15/2025,South,AL,Birmingham,Partner,Small Business,Furniture,Desk Chair,4,$111.48,$445.92,$286.52,$159.40
SO-2411-10258,11/23/2024,Northeast,NY,New York, Online ,Corporate, Furniture ,Bookshelf,3,$96.53,$289.59,$208.59,$81.00
SO-2512-10259,12/23/2025,Northeast,PA,Philadelphia,In-Store,CONSUMER,Technology,Keyboard,4,$34.68,$138.72,$103.28,$35.44
SO-2405-10260,"May 25, 2024",Northeast,NJ,Newark,Partner,Consumer,Technology,LAPTOP STAND,1,$32.07,$32.07,$22.72,$9.35
SO-2501-10261,2025-01-16,Northeast,MA,Boston,Online,Consumer,Technology, Laptop Stand ,4,$26.30,$105.20,$71.44,$33.76
SO-2503-10262,03/25/2025,West,WA,Seattle,Online,Small Business,Technology,Mouse,1,$20.96,$20.96,$14.17,$6.79
SO-2504-10263,04/25/2025,Northeast,MA,Boston,Online,Small Business,TECHNOLOGY,Monitor,2,$153.22,$306.44,$221.11,$85.33
SO-2403-10264,03/02/2024,Midwest,MN,Minneapolis,Partner,Small Business,Technology,KEYBOARD,2,$45.68,$91.36,$65.01,$26.35
SO-2412-10265,12/17/2024,Midwest,MI,Detroit,Partner, Small Business ,Furniture,Filing Cabinet,2,$181.72,$363.44,$229.29,$134.15
SO-2503-10266,"Mar 02, 2025",South,AL,Birmingham,In-Store,Small Business,Office Supplies, Stapler ,3,$13.74,$41.22,$23.58,$17.64
SO-2404-10267,"Apr 24, 2024",Northeast,NJ,Newark,Online,Corporate, Technology ,Monitor,3,$159.16,$477.48,$362.98,$114.50
SO-2512-10268,2025-12-14,South,AL,Birmingham,Online,Small Business,Furniture,Bookshelf,2,$95.64,$191.28,$128.54,$62.74
SO-2404-10269,2024-04-27,South,TN,Nashville, Partner ,Small Business,Furniture,Desk Chair,4,$141.70,$566.80,$377.62,$189.18
SO-2404-10270,04/05/2024,South,TN,Nashville,Online,Corporate,Furniture,Filing Cabinet,1,$162.12,$162.12,$107.12,$55.00
SO-2411-10271,11/03/2024,South,TN,Nashville, Online ,Small Business,Office Supplies,Paper,2,$6.72,$13.44,$7.42,$6.02
SO-2412-10272,"Dec 15, 2024",Northeast,NJ,Newark,Partner,Small Business,Office Supplies,Pens,4,$4.57,$18.28,$12.57,$5.71
SO-2402-10273,02/14/2024,South,FL,Miami,Partner,Corporate,Office Supplies,Pens,3,$4.32,$12.96,$8.56,$4.40
SO-2409-10274,2024-09-17,South,FL,,In-Store,Consumer,FURNITURE,Bookshelf,6,$98.17,$589.02,$409.24,$179.78
SO-2407-10275,2024-07-08,West,CA,Los Angeles,Online,Small Business,Furniture,Filing Cabinet,2,$141.44,$282.88,$202.58,$80.30
SO-2401-10276,2024-01-15,Midwest,MN,Minneapolis,Online,Corporate,Office Supplies,Binders,5,$10.11,$50.55,$33.03,$17.52
SO-2510-10277,2025-10-22,Northeast,NJ,Newark,Partner,Small Business,Furniture,Filing Cabinet,4,$177.90,$711.60,$434.78,$276.82
SO-2412-10278,2024-12-03,West,CO,Denver,Partner,Consumer,Office Supplies, Stapler ,6,$12.57,$75.42,$51.36,$24.06
SO-2504-10279,2025-04-24,Midwest,OH,Columbus,In-Store,Corporate,Furniture,Desk Chair,2,$118.73,$237.46,$151.10,$86.36
SO-2402-10280,2024-02-16,MIDWEST,IL,Chicago,Partner,Consumer,Technology,Laptop Stand,1,$28.49,$28.49,$19.45,$9.04
SO-2508-10281,"Aug 21, 2025",Northeast,PA,Philadelphia,Online,Small Business,Technology,Monitor,2,$156.42,$312.84,$207.80,$105.04
SO-2408-10282,2024-08-31,South,GA,Atlanta,ONLINE,Small Business,Office Supplies,Stapler,1,$13.51,$13.51,$8.72,$4.79
SO-2502-10283,"Feb 19, 2025",South,FL,Miami,In-Store,Consumer,Technology,Monitor,1,$180.47,$180.47,$119.67,$60.80
SO-2407-10284,07/29/2024,Midwest,MI,Detroit,Online,Small Business,Technology,Monitor,1,$201.28,$201.28,$156.88,$44.40
SO-2411-10285,"Nov 04, 2024",West,CO,Denver,Partner,Corporate,Technology,Laptop Stand,1,$30.61,$30.61,$19.30,$11.31
SO-2504-10286,04/24/2025,Midwest,MI,Detroit,In-Store,Small Business,Office Supplies,Pens,2,$4.60,$9.20,$5.17,$4.03
SO-2406-10287,"Jun 17, 2024",West,CA,Los Angeles,Partner,Corporate,Technology,Monitor,3,$201.54,$604.62,$390.80,$213.82
SO-2510-10288,10/25/2025,Northeast,NY,New York,Online,Consumer,Office Supplies,PAPER,6,$6.78,$40.68,$23.60,$17.08
SO-2405-10289,05/19/2024,Northeast,NY,New York,Online,Consumer,Office Supplies,Paper,2,$6.11,$12.22,$8.20,$4.02
SO-2510-10290,10/26/2025,MIDWEST,IL,Chicago,In-Store,Corporate,Furniture,Bookshelf,1,$101.41,$101.41,$71.74,$29.67
SO-2509-10291,09/04/2025,Midwest,OH,Columbus,In-Store,Corporate,Office Supplies,STAPLER,2,$14.14,$28.28,$15.92,$12.36
SO-2412-10292,"Dec 03, 2024",West,CA,Los Angeles,Online,Consumer,Office Supplies,Binders,1,$10.18,$10.18,$7.11,$3.07
SO-2412-10293,2024-12-18,South,AL,Birmingham,Partner,Small Business,Office Supplies,Pens,6,$4.53,$27.18,$18.38,$8.80
SO-2510-10294,"Oct 29, 2025",Northeast,PA,Philadelphia,Partner,Small Business,Office Supplies,BINDERS,2,$10.93,$21.86,$13.59,$8.27
SO-2501-10295,2025-01-06, West ,AZ,Phoenix,Online,Small Business,Technology,Monitor,5,$160.11,$800.55,$548.89,$251.66
SO-2407-10296,2024-07-05,NORTHEAST,NJ,Newark,In-Store,Small Business, Office Supplies ,Paper,6,$7.25,$43.50,$24.72,$18.78
SO-2505-10297,"May 25, 2025",Midwest,OH,Columbus,Online,Small Business,Office Supplies,Pens,1,,$4.53,$2.73,$1.80
SO-2403-10298,03/08/2024,Midwest,MN,Minneapolis,Partner,Corporate,Technology,Keyboard,2,$37.88,$75.76,$46.93,$28.83
SO-2408-10299,2024-08-17,Midwest,IL,Chicago,Online,Corporate,Office Supplies,Stapler,1,,$12.64,$8.69,$3.95
SO-2410-10300,2024-10-12,South,FL,Miami,In-Store,Corporate,Furniture,Filing Cabinet,2,$147.60,$295.20,$192.57,$102.63
SO-2401-10301,"Jan 05, 2024",Northeast,MA,Boston,In-Store,Consumer,Technology,Monitor,3,$204.52,$613.56,$401.28,$212.28
SO-2501-10302,01/04/2025,NORTHEAST,PA,Philadelphia,Online,Corporate,Furniture,Filing Cabinet,2,$146.17,$292.34,$211.87,$80.47
SO-2405-10303,"May 16, 2024",Northeast,NJ,Newark,In-Store,Consumer,Office Supplies,Binders,3,$10.54,$31.62,$21.21,$10.41
SO-2502-10304,"Feb 10, 2025",Midwest,IL,Chicago,In-Store, Consumer ,Office Supplies,Stapler,5,,$68.50,$38.60,$29.90
SO-2404-10305,2024-04-17, Northeast ,MA,Boston,Partner,, Furniture ,Desk Chair,1,$111.97,$111.97,$73.14,$38.83
SO-2407-10306,2024-07-02,South,FL,Miami, Online ,Small Business,Office Supplies,Paper,3,$6.19,$18.57,$11.57,$7.00
SO-2408-10307,2024-08-17,Northeast,NY,New York,Partner,Consumer,Furniture,Bookshelf,2,$99.16,$198.32,$147.75,$50.57
SO-2507-10308,2025-07-23,Midwest,OH,Columbus,In-Store,Corporate,Office Supplies,Binders,6,$9.30,$55.80,$38.78,$17.02
SO-2410-10309,10/02/2024,South,FL,Miami,In-Store,Corporate,Furniture,Desk Chair,4,$135.96,$543.84,$379.25,$164.59
SO-2510-10310,2025-10-12,Midwest,MN,Minneapolis,Online,Consumer,Technology,KEYBOARD,4,$38.64,$154.56,$104.14,$50.42
SO-2402-10311,2024-02-20,Midwest,MN,Minneapolis,In-Store,Small Business,Office Supplies,Pens,5,$4.71,$23.55,$13.26,$10.29
SO-2504-10312,"Apr 26, 2025",Midwest,MN,Minneapolis,Partner,Corporate,Furniture, Bookshelf ,5,$88.79,$443.95,$306.35,$137.60
SO-2511-10313,"Nov 06, 2025",West,WA,Seattle,Partner,Corporate, Furniture ,Filing Cabinet,4,$153.04,$612.16,$382.78,$229.38
SO-2508-10314,08/26/2025,South,AL,Birmingham,In-Store,Small Business,Furniture,Bookshelf,4,$83.57,$334.28,$213.65,$120.63
SO-2406-10315,"Jun 25, 2024",Northeast,MA,Boston,Online,Small Business,Office Supplies,Binders,2,,$20.12,$12.66,$7.46
SO-2502-10316,"Feb 23, 2025",West,WA,Seattle,Online,Small Business,Furniture,Desk Chair,1,$123.05,$123.05,$80.32,$42.73
SO-2403-10317,2024-03-31,Midwest,MN,Minneapolis,In-Store,Corporate, Office Supplies ,Binders,1,$9.56,$9.56,$6.41,$3.15
SO-2406-10318,2024-06-02,Midwest,MN,Minneapolis,Online,Small Business,Furniture,Desk Chair,4,$128.01,$512.04,$363.03,$149.01
SO-2507-10319,07/23/2025,Northeast,PA,Philadelphia,ONLINE,,Technology,Keyboard,3,$41.46,$124.38,$92.57,$31.81
SO-2409-10320,09/28/2024,Midwest,IL,Chicago,In-Store, Consumer ,Furniture,Standing Desk,5,$282.58,"$1,412.90",$880.88,$532.02
SO-2402-10321,02/14/2024,West,CA,Los Angeles,Partner,Corporate,Office Supplies,Pens,4,$4.39,$17.56,$11.74,$5.82
SO-2409-10322,"Sep 01, 2024",West,AZ,Phoenix,In-Store,Small Business, Office Supplies ,Binders,4,$11.40,$45.60,$28.03,$17.57
SO-2504-10323,"Apr 01, 2025",Northeast,MA,Boston,In-Store,CORPORATE,Furniture,Bookshelf,1,$78.20,$78.20,$46.42,$31.78
SO-2503-10324,03/22/2025,West,CO,Denver,In-Store,Corporate,Furniture,Desk Chair,2,$114.70,$229.40,$160.39,$69.01
SO-2407-10325,"Jul 24, 2024",Northeast,NY,,In-Store,Small Business,Technology,Laptop Stand,4,$29.91,$119.64,$89.54,$30.10
SO-2403-10326,"Mar 19, 2024",South,FL,Miami,Partner,Consumer,Furniture,Bookshelf,1,$97.26,$97.26,$60.06,$37.20
SO-2505-10327,"May 09, 2025",SOUTH,TN,Nashville,Online,Small Business,Office Supplies,Pens,2,$4.58,$9.16,$5.11,$4.05
SO-2401-10328,2024-01-07,West,WA,Seattle,Online,Small Business,Technology,Mouse,2,$22.22,$44.44,$29.34,$15.10
SO-2503-10329,"Mar 06, 2025",Midwest,MI,Detroit,PARTNER,Consumer,Office Supplies,Binders,1,$9.64,$9.64,$6.26,$3.38
SO-2402-10330,"Feb 23, 2024",Midwest,MI,Detroit,Online,Small Business,Office Supplies,Stapler,1,$14.17,$14.17,$9.61,$4.56
SO-2504-10331,2025-04-12,Midwest,MN,Minneapolis,Partner, Small Business ,FURNITURE,Filing Cabinet,2,$170.06,$340.12,$217.03,$123.09
SO-2503-10332,"Mar 25, 2025",SOUTH,FL,Miami,In-Store,Consumer,Office Supplies,PAPER,2,$6.80,$13.60,$8.63,$4.97
SO-2405-10333,2024-05-07,Northeast,NJ,,Online,Consumer,Technology,Laptop Stand,3,$27.33,$81.99,$51.85,$30.14
SO-2511-10334,11/21/2025,South,TN,Nashville,Partner,Small Business,OFFICE SUPPLIES,Paper,4,$7.88,$31.52,$19.99,$11.53
SO-2404-10335,04/07/2024,Midwest,OH,Columbus,Online,Consumer,Furniture,STANDING DESK,5,$268.11,"$1,340.55",$800.50,$540.05
SO-2512-10336,12/13/2025,South,TN,Nashville,Online,Consumer,Office Supplies,Binders,4,$10.61,$42.44,$26.16,$16.28
SO-2411-10337,2024-11-12,Northeast,NJ,Newark,In-Store,Corporate,Technology,KEYBOARD,4,$44.49,$177.96,$129.42,$48.54
SO-2408-10338,08/16/2024,Northeast,MA,Boston,Partner,SMALL BUSINESS,Furniture,Standing Desk,3,$290.23,$870.69,$599.85,$270.84
SO-2412-10339,12/26/2024,South,AL,Birmingham,Online,Small Business,Technology,Keyboard,3,$42.73,$128.19,$92.58,$35.61
SO-2404-10340,2024-04-05,Northeast,NY,New York,Online,Corporate,Technology,Laptop Stand,1,$28.62,$28.62,$19.73,$8.89
SO-2408-10341,2024-08-20,Midwest,MI,Detroit,Partner,Corporate,Furniture,Desk Chair,2,$118.34,$236.68,$168.06,$68.62
SO-2412-10342,2024-12-24,South,GA,Atlanta,In-Store,Corporate,Office Supplies,Binders,1,$9.07,$9.07,$5.20,$3.87
SO-2507-10343,2025-07-26,Northeast,PA,Philadelphia,In-Store,Consumer,Furniture,Bookshelf,2,$81.32,$162.64,$96.25,$66.39
SO-2510-10344,"Oct 24, 2025",South,AL,Birmingham,Partner,Consumer,Furniture,Filing Cabinet,2,$158.14,$316.28,$188.67,$127.61
SO-2404-10345,04/02/2024,West,AZ,Phoenix,In-Store,Consumer,Office Supplies,Binders,3,$10.67,$32.01,$21.13,$10.88
SO-2507-10346,2025-07-02,West,AZ,Phoenix,Partner,Consumer,Office Supplies,Binders,3,$8.77,$26.31,$17.94,$8.37
SO-2410-10347,"Oct 17, 2024",Midwest,MN,Minneapolis,In-Store,Small Business,Office Supplies, Pens ,1,$4.58,$4.58,$2.55,$2.03
SO-2512-10348,"Dec 19, 2025",Northeast,MA,Boston, Partner ,Consumer,Office Supplies,Pens,2,$5.02,$10.04,$5.54,$4.50
SO-2404-10349,"Apr 22, 2024",Northeast,NY,New York,In-Store,Small Business,Office Supplies,Pens,2,$4.95,$9.90,$6.93,$2.97
SO-2403-10350,03/04/2024,South,GA,Atlanta,Online,,Furniture,Standing Desk,2,$276.04,$552.08,$386.92,$165.16
SO-2504-10351,04/17/2025,Midwest,IL,,Partner,Consumer,Office Supplies,Pens,5,$4.65,$23.25,$15.20,$8.05
SO-2406-10352,06/20/2024,South,FL,Miami,Online,,Technology,Laptop Stand,3,$25.78,$77.34,$48.47,$28.87
SO-2505-10353,"May 06, 2025",Northeast,MA,Boston,ONLINE,Corporate,Office Supplies,PENS,5,$4.74,$23.70,$15.55,$8.15
SO-2404-10354,"Apr 04, 2024",Midwest,IL,Chicago,Partner, Small Business ,Furniture,Desk Chair,4,$118.25,$473.00,$337.59,$135.41
SO-2504-10355,04/22/2025,Midwest,OH,Columbus,Partner,,Technology,Laptop Stand,3,$26.71,$80.13,$61.59,$18.54
SO-2403-10356,"Mar 10, 2024",Northeast,NJ,Newark,In-Store,Consumer,Technology,Monitor,2,$193.38,$386.76,$277.67,$109.09
SO-2512-10357,2025-12-28,Northeast,MA,Boston,Online,Corporate,Furniture,Filing Cabinet,1,$162.95,$162.95,$120.36,$42.59
SO-2511-10358,"Nov 10, 2025",West,AZ,Phoenix,Partner,Corporate,Technology,Laptop Stand,3,$34.02,$102.06,$73.58,$28.48
SO-2502-10359,02/24/2025,Midwest,IL,Chicago,Partner,Corporate,Technology,Laptop Stand,6,$30.92,$185.52,$140.64,$44.88
SO-2412-10360,"Dec 09, 2024",West,WA,Seattle,Online,Corporate,Technology,KEYBOARD,1,$34.99,$34.99,$23.93,$11.06
SO-2407-10361,"Jul 07, 2024",Northeast,NJ,Newark,In-Store,Corporate,Technology,Keyboard,2,$35.44,$70.88,$43.06,$27.82
SO-2502-10362,2025-02-07,Midwest,OH,Columbus,In-Store,Corporate,Technology,Keyboard,1,$36.68,$36.68,$26.04,$10.64
SO-2504-10363,"Apr 10, 2025",Midwest,OH,Columbus,Partner,Small Business,Office Supplies,STAPLER,3,$13.10,$39.30,$21.62,$17.68
SO-2405-10364,"May 18, 2024",Midwest,MI,, In-Store ,SMALL BUSINESS,Furniture,Desk Chair,2,$148.88,$297.76,$206.42,$91.34
SO-2510-10365,10/09/2025,West,CA,Los Angeles,Partner,Corporate,Furniture,Bookshelf,4,$88.48,$353.92,$245.05,$108.87
SO-2405-10366,05/01/2024,South,TN,Nashville,Partner,Corporate,Technology,Monitor,7,$190.33,"$1,332.31","$1,009.28",$323.03
SO-2405-10367,"May 20, 2024", West ,AZ,Phoenix,Online,Corporate,Furniture,Standing Desk,5,$320.59,"$1,602.95","$1,018.33",$584.62
SO-2510-10368,"Oct 04, 2025",Northeast,MA,Boston,Online,Corporate,Furniture,Desk Chair,3,$149.40,$448.20,$334.79,$113.41
SO-2512-10369,"Dec 27, 2025",South,TN,Nashville,In-Store,Small Business,Furniture,Filing Cabinet,2,$167.13,$334.26,$215.49,$118.77
SO-2506-10370,2025-06-12,Midwest,MI,Detroit,ONLINE,Consumer,Office Supplies,Stapler,1,$14.26,$14.26,$9.54,$4.72
SO-2501-10371,01/03/2025,Midwest,OH,Columbus,Partner,Consumer,Furniture,Bookshelf,6,$100.99,$605.94,$431.49,$174.45
SO-2501-10372,01/05/2025,Midwest,MI,Detroit,In-Store,Corporate,Technology,Keyboard,2,$41.44,$82.88,$55.74,$27.14
SO-2510-10373,10/14/2025,West,CO,Denver,Online,Corporate,Technology,Mouse,1,$18.21,$18.21,$12.40,$5.81
SO-2502-10374,2025-02-05,South,AL,Birmingham,IN-STORE,SMALL BUSINESS,Technology,Laptop Stand,7,$31.44,$220.08,$148.36,$71.72
SO-2508-10375,2025-08-03,West,AZ,Phoenix,In-Store,Corporate,Furniture,Desk Chair,2,$120.62,$241.24,$173.82,$67.42
SO-2512-10376,2025-12-29,Midwest,MI,Detroit,Online,Corporate,Office Supplies,Paper,2,$7.78,$15.56,$8.78,$6.78
SO-2412-10377,"Dec 15, 2024",Northeast,MA,Boston,In-Store,Corporate,Furniture,Desk Chair,5,$140.70,$703.50,$496.82,$206.68
SO-2410-10378,"Oct 22, 2024",West,AZ,Phoenix,Online,Consumer,Technology,Keyboard,5,$42.54,$212.70,$155.79,$56.91
SO-2502-10379,2025-02-17,Midwest,IL,Chicago,Online,Small Business,Technology,Mouse,6,$20.00,$120.00,$86.42,$33.58
SO-2402-10380,"Feb 04, 2024",Midwest,OH,Columbus,Partner, Small Business ,Office Supplies,Pens,3,$4.72,$14.16,$9.39,$4.77
SO-2506-10381,2025-06-05,West,AZ,Phoenix,In-Store,Small Business,Office Supplies,Stapler,1,$13.43,$13.43,$7.94,$5.49
SO-2401-10382,"Jan 24, 2024",Northeast,MA,Boston,Partner,Small Business,Technology,Mouse,4,$19.15,$76.60,$58.21,$18.39
SO-2403-10383,2024-03-01,South,GA,Atlanta, In-Store ,Small Business,Technology,Keyboard,3,$34.03,$102.09,$63.80,$38.29
SO-2412-10384,"Dec 04, 2024",South,GA,Atlanta,Partner,Small Business,Furniture,Filing Cabinet,3,$141.30,$423.90,$270.37,$153.53
